TransactionID,SellerID,BuyerID,Amount(INR),Date
txn_1287,TxUI97154,TxUI351,131190,3/1/2013
txn_1288,TxUI9226,TxUI394,413740,2/3/2013
txn_1289,TxUI733671,TxUI358,417390,11/18/2012
txn_1290,TxUI568,TxUI387,94408,11/5/2013
txn_1291,TxUI154594,TxUI352,478176,1/27/2013
txn_1292,TxUI10395,TxUI392,89224,6/6/2013
txn_1293,TxUI20777,TxUI342,592557,2/18/2014
txn_1294,TxUI4331,TxUI356,176344,6/7/2013
txn_1295,TxUI673,TxUI342,303919,3/4/2013
txn_1296,TxUI738097,TxUI383,509106,6/19/2013
txn_1297,TxUI33324,TxUI339,92586,6/17/2013
txn_1298,TxUI28713,TxUI352,420552,6/16/2013
txn_1299,TxUI75484,TxUI331,514188,4/3/2013
txn_1300,TxUI2676,TxUI398,117795,11/30/2013
txn_1301,TxUI3460,TxUI310,381370,7/15/2013
txn_1302,TxUI52568,TxUI334,404855,4/13/2013
txn_1303,TxUI54549,TxUI346,340090,4/13/2013
txn_1304,TxUI5619,TxUI374,252450,4/12/2013
txn_1305,TxUI184931,TxUI370,110490,4/11/2013
txn_1306,TxUI55720,TxUI330,414500,6/26/2013
txn_1307,TxUI20875,TxUI378,225840,5/16/2013
txn_1308,TxUI155871,TxUI394,296660,4/8/2013
txn_1309,TxUI234697,TxUI376,76195,4/3/2013
txn_1310,TxUI97485,TxUI399,181245,11/30/2013
txn_1311,TxUI26220,TxUI334,333620,3/30/2013
txn_1312,TxUI200181,TxUI398,366170,3/28/2013
txn_1313,TxUI14238,TxUI382,67240,3/30/2013
txn_1314,TxUI81598,TxUI379,477245,5/20/2013
txn_1315,TxUI12047,TxUI371,475145,2/14/2014
txn_1316,TxUI49233,TxUI367,55450,1/1/2013
txn_1317,TxUI117563,TxUI335,332600,3/29/2013
txn_1318,TxUI3235,TxUI376,326535,4/11/2013
txn_1319,TxUI25913,TxUI355,250500,6/10/2013
txn_1320,TxUI17737,TxUI311,208055,12/19/2012
txn_1321,TxUI17254,TxUI394,68985,4/13/2013
txn_1322,TxUI134795,TxUI352,93630,11/13/2012
txn_1323,TxUI133883,TxUI397,51360,9/20/2012
txn_1324,TxUI10583,TxUI376,322536,1/9/2014
txn_1325,TxUI89143,TxUI347,256680,6/19/2013
txn_1326,TxUI81883,TxUI347,93260,7/26/2013
txn_1327,TxUI89087,TxUI373,350776,4/25/2013
txn_1328,TxUI34727,TxUI346,52952,4/8/2013
txn_1329,TxUI9353,TxUI394,202900,6/26/2013
txn_1330,TxUI136248,TxUI333,360256,3/14/2013
txn_1331,TxUI154717,TxUI326,149868,3/7/2013
txn_1332,TxUI35141,TxUI311,337004,2/18/2013
txn_1333,TxUI4213,TxUI383,213624,6/3/2013
txn_1334,TxUI12315,TxUI365,310764,2/10/2013
txn_1335,TxUI11311,TxUI398,348584,12/29/2012
txn_1336,TxUI105639,TxUI344,183852,1/30/2013
txn_1337,TxUI228057,TxUI319,217028,3/7/2013
txn_1338,TxUI87910,TxUI310,147632,2/13/2013
txn_1339,TxUI3611,TxUI367,246212,12/17/2012
txn_1340,TxUI59053,TxUI333,99729,12/3/2013
txn_1341,TxUI325431,TxUI354,282402,7/13/2013
txn_1342,TxUI29116,TxUI353,179694,7/16/2013
txn_1343,TxUI326080,TxUI364,42750,6/23/2013
txn_1344,TxUI117458,TxUI327,76854,4/16/2013
txn_1345,TxUI319845,TxUI345,193011,4/12/2013
txn_1346,TxUI46018,TxUI388,51120,4/14/2013
txn_1347,TxUI320080,TxUI333,168387,4/11/2013
txn_1348,TxUI3049,TxUI378,42237,11/17/2013
txn_1349,TxUI58948,TxUI316,86709,4/10/2013
txn_1350,TxUI11579,TxUI355,240495,5/26/2013
txn_1351,TxUI43360,TxUI344,277908,4/7/2013
txn_1352,TxUI8132,TxUI364,265467,4/5/2013
txn_1353,TxUI750911,TxUI344,94989,3/30/2013
txn_1354,TxUI97353,TxUI348,54666,3/22/2013
txn_1355,TxUI155548,TxUI335,185910,4/13/2013
txn_1356,TxUI233429,TxUI388,193008,3/15/2013
txn_1357,TxUI315440,TxUI331,104358,3/13/2013
txn_1358,TxUI759572,TxUI341,256590,3/12/2013
txn_1359,TxUI24473,TxUI324,140253,3/19/2013
txn_1360,TxUI136187,TxUI345,260739,3/7/2013
txn_1361,TxUI233147,TxUI380,109986,3/7/2013
txn_1362,TxUI106128,TxUI347,39594,4/12/2013
txn_1363,TxUI2132,TxUI346,36318,3/9/2013
txn_1364,TxUI135681,TxUI345,173121,2/19/2013
txn_1365,TxUI50979,TxUI353,203274,2/21/2013
txn_1366,TxUI96987,TxUI380,194934,2/5/2013
txn_1367,TxUI19725,TxUI395,149709,4/3/2013
txn_1368,TxUI49369,TxUI394,126222,2/28/2013
txn_1369,TxUI12497,TxUI328,118977,1/6/2013
txn_1370,TxUI62178,TxUI365,257703,2/17/2013
txn_1371,TxUI103666,TxUI361,173328,2/19/2013
txn_1372,TxUI105452,TxUI375,138189,12/29/2012
txn_1373,TxUI181846,TxUI391,205857,3/2/2013
txn_1374,TxUI9061,TxUI335,192642,1/9/2013
txn_1375,TxUI35832,TxUI364,154185,3/20/2013
txn_1376,TxUI133975,TxUI371,269970,12/11/2012
txn_1377,TxUI39610,TxUI363,186963,4/10/2014
txn_1378,TxUI74883,TxUI335,252309,12/26/2012
txn_1379,TxUI2467,TxUI345,232113,4/8/2013
txn_1380,TxUI1359,TxUI394,43131,11/27/2012
txn_1381,TxUI17027,TxUI363,245637,9/20/2012
txn_1382,TxUI233693,TxUI353,34726,5/4/2014
txn_1383,TxUI8824,TxUI394,150948,11/26/2013
txn_1384,TxUI16360,TxUI371,27534,11/20/2013
txn_1385,TxUI15891,TxUI373,79534,11/24/2013
txn_1386,TxUI157690,TxUI341,115186,6/7/2013
txn_1387,TxUI235383,TxUI390,152814,5/8/2013
txn_1388,TxUI322186,TxUI392,135968,4/25/2013
txn_1389,TxUI135856,TxUI399,33836,4/15/2013
txn_1390,TxUI13685,TxUI375,189486,4/12/2013
txn_1391,TxUI136737,TxUI397,164254,4/9/2013
txn_1392,TxUI751236,TxUI330,91828,5/21/2013
txn_1393,TxUI75781,TxUI321,132174,4/10/2013
txn_1394,TxUI4970,TxUI343,106522,6/5/2013
txn_1395,TxUI64610,TxUI391,183158,3/28/2013
txn_1396,TxUI19099,TxUI383,28850,3/18/2013
txn_1397,TxUI183932,TxUI313,146500,3/22/2013
txn_1398,TxUI232823,TxUI313,101796,3/11/2013
txn_1399,TxUI136085,TxUI327,145666,2/27/2013
txn_1400,TxUI737782,TxUI313,24936,2/25/2013
txn_1401,TxUI743175,TxUI385,32862,2/19/2013
txn_1402,TxUI232171,TxUI363,49424,2/17/2013
txn_1403,TxUI12530,TxUI366,125108,3/11/2013
txn_1404,TxUI17497,TxUI332,81364,2/26/2013
txn_1405,TxUI154897,TxUI369,54182,2/11/2013
txn_1406,TxUI183739,TxUI323,173446,3/1/2013
txn_1407,TxUI17349,TxUI376,166256,11/17/2013
txn_1408,TxUI183418,TxUI379,60682,2/6/2013
txn_1409,TxUI10775,TxUI391,132768,2/4/2013
txn_1410,TxUI70320,TxUI344,62792,1/26/2013
txn_1411,TxUI145683,TxUI385,90616,1/25/2013
txn_1412,TxUI740654,TxUI379,87520,1/23/2013
txn_1413,TxUI183268,TxUI320,147060,1/23/2013
txn_1414,TxUI24271,TxUI321,45518,3/14/2013
txn_1415,TxUI310571,TxUI335,163898,1/19/2013
txn_1416,TxUI64192,TxUI380,176098,3/13/2013
txn_1417,TxUI32092,TxUI349,111228,1/11/2013
txn_1418,TxUI95567,TxUI321,27230,3/13/2013
txn_1419,TxUI88524,TxUI385,23072,1/2/2013
txn_1420,TxUI63246,TxUI319,110382,2/28/2013
txn_1421,TxUI230034,TxUI311,111360,12/16/2012
txn_1422,TxUI70247,TxUI334,173208,4/7/2013
txn_1423,TxUI22860,TxUI326,28952,12/18/2012
txn_1424,TxUI75240,TxUI325,98370,12/10/2012
txn_1425,TxUI229186,TxUI376,32276,12/10/2012
txn_1426,TxUI65645,TxUI361,150132,12/2/2012
txn_1427,TxUI87730,TxUI312,30876,11/29/2012
txn_1428,TxUI742,TxUI323,123710,11/26/2012
txn_1429,TxUI104357,TxUI399,155474,11/16/2012
txn_1430,TxUI229350,TxUI374,18323,4/16/2014
txn_1431,TxUI5860,TxUI385,75204,6/26/2014
txn_1432,TxUI29015,TxUI333,12381,2/13/2014
txn_1433,TxUI8722,TxUI379,94516,2/13/2014
txn_1434,TxUI7248,TxUI370,81308,1/19/2014
txn_1435,TxUI65097,TxUI390,90300,11/27/2013
txn_1436,TxUI332871,TxUI344,45994,11/23/2013
txn_1437,TxUI72025,TxUI378,55618,11/22/2013
txn_1438,TxUI137911,TxUI328,86506,11/7/2013
txn_1439,TxUI21917,TxUI317,97658,10/4/2013
txn_1440,TxUI1961,TxUI326,38366,9/11/2013
txn_1441,TxUI30911,TxUI329,15829,9/2/2013
txn_1442,TxUI327526,TxUI379,98819,7/18/2013
txn_1443,TxUI133694,TxUI348,31317,7/5/2013
txn_1444,TxUI34586,TxUI358,53792,7/5/2013
txn_1445,TxUI33680,TxUI344,60723,7/5/2013
txn_1446,TxUI29565,TxUI378,51170,6/28/2013
txn_1447,TxUI15416,TxUI312,89152,6/27/2013
txn_1448,TxUI137528,TxUI332,83808,6/22/2013
txn_1449,TxUI9730,TxUI360,42694,6/17/2013
txn_1450,TxUI43570,TxUI348,89880,5/20/2013
txn_1451,TxUI739023,TxUI387,34152,5/3/2013
txn_1452,TxUI75388,TxUI328,15117,5/3/2013
txn_1453,TxUI1246,TxUI316,20610,5/2/2013
txn_1454,TxUI185387,TxUI381,57852,4/30/2013
txn_1455,TxUI118497,TxUI360,55842,4/25/2013
txn_1456,TxUI106450,TxUI358,14942,4/20/2013
txn_1457,TxUI156089,TxUI352,69620,4/15/2013
txn_1458,TxUI98851,TxUI381,86050,4/14/2013
txn_1459,TxUI734166,TxUI327,61679,4/13/2013
txn_1460,TxUI20370,TxUI350,13885,4/13/2013
txn_1461,TxUI97687,TxUI346,98910,4/12/2013
txn_1462,TxUI106333,TxUI365,89101,4/12/2013
txn_1463,TxUI28936,TxUI381,92427,4/13/2013
txn_1464,TxUI45489,TxUI383,18074,4/12/2013
txn_1465,TxUI739475,TxUI379,91836,4/11/2013
txn_1466,TxUI320368,TxUI388,61860,4/11/2013
txn_1467,TxUI184410,TxUI357,84078,4/10/2013
txn_1468,TxUI205331,TxUI330,51704,4/6/2013
txn_1469,TxUI136382,TxUI333,29379,4/4/2013
txn_1470,TxUI318117,TxUI332,78528,4/3/2013
txn_1471,TxUI28861,TxUI322,40734,3/30/2013
txn_1472,TxUI226349,TxUI398,28036,3/30/2013
txn_1473,TxUI11173,TxUI324,34436,3/29/2013
txn_1474,TxUI184353,TxUI375,43162,3/29/2013
txn_1475,TxUI77438,TxUI395,68583,3/19/2013
txn_1476,TxUI313222,TxUI398,34530,3/19/2013
txn_1477,TxUI105981,TxUI326,73746,3/15/2013
txn_1478,TxUI233241,TxUI317,14799,3/15/2013
txn_1479,TxUI69161,TxUI360,90067,3/13/2013
txn_1480,TxUI155044,TxUI367,46006,3/8/2013
txn_1481,TxUI106085,TxUI311,43450,3/8/2013
txn_1482,TxUI28678,TxUI350,26527,3/7/2013
txn_1483,TxUI20518,TxUI332,68288,2/27/2013
txn_1484,TxUI135915,TxUI378,85694,4/18/2013
txn_1485,TxUI145988,TxUI382,43161,2/14/2013
txn_1486,TxUI231545,TxUI379,83344,2/12/2013
txn_1487,TxUI13575,TxUI381,21811,2/9/2013
txn_1488,TxUI183579,TxUI317,16049,2/9/2013
txn_1489,TxUI1046,TxUI315,29390,2/7/2013
txn_1490,TxUI743249,TxUI347,30164,2/7/2013
txn_1491,TxUI181573,TxUI387,21661,2/6/2013
txn_1492,TxUI312798,TxUI359,94745,2/6/2013
txn_1493,TxUI183631,TxUI397,14262,2/5/2013
txn_1494,TxUI29611,TxUI395,14171,2/3/2013
txn_1495,TxUI26627,TxUI317,96176,2/1/2013
txn_1496,TxUI231110,TxUI341,96377,1/18/2013
txn_1497,TxUI4012,TxUI360,15256,1/9/2013
txn_1498,TxUI112947,TxUI345,77609,1/9/2013
txn_1499,TxUI114791,TxUI389,57741,1/8/2013
txn_1500,TxUI230813,TxUI354,74551,1/7/2013
txn_1501,TxUI33164,TxUI393,88612,1/6/2013
txn_1502,TxUI2782,TxUI340,65146,9/16/2013
txn_1503,TxUI75534,TxUI314,85024,1/4/2013
txn_1504,TxUI230675,TxUI317,19371,1/3/2013
txn_1505,TxUI567963,TxUI380,36657,1/3/2013
txn_1506,TxUI179025,TxUI384,77420,1/10/2013
txn_1507,TxUI152351,TxUI393,28739,12/23/2012
txn_1508,TxUI6315,TxUI368,78746,12/22/2012
txn_1509,TxUI93761,TxUI325,73632,12/22/2012
txn_1510,TxUI10044,TxUI359,72161,12/20/2012
txn_1511,TxUI5384,TxUI394,69216,12/20/2012
txn_1512,TxUI229826,TxUI330,11067,12/15/2012
txn_1513,TxUI308758,TxUI331,70850,12/15/2012
txn_1514,TxUI127444,TxUI342,77196,12/12/2012
txn_1515,TxUI22753,TxUI341,50409,12/11/2012
txn_1516,TxUI134840,TxUI363,34205,12/10/2012
txn_1517,TxUI7537,TxUI330,92049,12/9/2012
txn_1518,TxUI229588,TxUI390,22156,12/9/2012
txn_1519,TxUI39447,TxUI354,30739,12/8/2012
txn_1520,TxUI304391,TxUI376,54610,12/5/2012
txn_1521,TxUI228577,TxUI398,77537,12/5/2012
txn_1522,TxUI153654,TxUI366,51627,12/15/2012
txn_1523,TxUI88381,TxUI312,30412,12/5/2012
txn_1524,TxUI888,TxUI367,38806,12/4/2012
txn_1525,TxUI19918,TxUI397,49196,12/3/2012
txn_1526,TxUI229066,TxUI322,93880,12/3/2012
txn_1527,TxUI1192,TxUI333,16692,12/2/2012
txn_1528,TxUI181647,TxUI337,81086,12/1/2012
txn_1529,TxUI6263,TxUI377,49447,12/1/2012
txn_1530,TxUI9517,TxUI376,98107,11/30/2012
txn_1531,TxUI70166,TxUI397,44661,11/17/2012
txn_1532,TxUI152478,TxUI314,76184,11/17/2012
txn_1533,TxUI116952,TxUI367,12442,11/13/2012
txn_1534,TxUI74993,TxUI392,87882,10/28/2012
txn_1535,TxUI87689,TxUI399,82741,9/20/2012
txn_1536,TxUI3399,TxUI348,87064,4/12/2013
txn_1537,TxUI324,TxUI555,529840,7/5/2013
txn_1538,TxUI370,TxUI9292,752144,12/9/2012
txn_1539,TxUI354,TxUI670,570000,2/27/2013
txn_1540,TxUI356,TxUI20722,416562,2/13/2014
txn_1541,TxUI399,TxUI12348,159096,4/2/2013
txn_1542,TxUI314,TxUI28781,119808,6/16/2013
txn_1543,TxUI347,TxUI10372,569916,6/6/2013
txn_1544,TxUI388,TxUI3488,246110,8/12/2013
txn_1545,TxUI381,TxUI5692,130930,4/12/2013
txn_1546,TxUI324,TxUI14278,385615,3/30/2013
txn_1547,TxUI314,TxUI12045,486395,2/14/2014
txn_1548,TxUI370,TxUI35165,253155,11/27/2013
txn_1549,TxUI360,TxUI33356,278655,6/17/2013
txn_1550,TxUI328,TxUI4389,117175,6/7/2013
txn_1551,TxUI338,TxUI3295,344110,4/10/2013
txn_1552,TxUI344,TxUI133873,70685,9/20/2012
txn_1553,TxUI363,TxUI17060,117905,9/20/2012
txn_1554,TxUI390,TxUI10513,110820,1/9/2014
txn_1555,TxUI355,TxUI81847,70864,4/17/2013
txn_1556,TxUI327,TxUI20890,56620,5/5/2013
txn_1557,TxUI331,TxUI97440,74128,11/30/2013
txn_1558,TxUI322,TxUI34742,139816,4/8/2013
txn_1559,TxUI310,TxUI9326,73636,6/26/2013
txn_1560,TxUI321,TxUI97333,114612,3/22/2013
txn_1561,TxUI371,TxUI136286,234024,3/14/2013
txn_1562,TxUI394,TxUI154726,340840,3/7/2013
txn_1563,TxUI357,TxUI50927,117168,2/21/2013
txn_1564,TxUI388,TxUI19783,180504,3/14/2013
txn_1565,TxUI378,TxUI154548,49000,2/12/2013
txn_1566,TxUI364,TxUI105667,49632,1/30/2013
txn_1567,TxUI366,TxUI49255,260952,1/3/2013
txn_1568,TxUI327,TxUI228050,113764,3/7/2013
txn_1569,TxUI348,TxUI87933,225032,2/13/2013
txn_1570,TxUI322,TxUI3689,63220,12/1/2012
txn_1571,TxUI363,TxUI25994,197904,2/12/2013
txn_1572,TxUI326,TxUI1988,74520,3/28/2014
txn_1573,TxUI315,TxUI29192,45885,7/16/2013
txn_1574,TxUI396,TxUI89164,292095,6/7/2013
txn_1575,TxUI337,TxUI46015,295077,4/14/2013
txn_1576,TxUI355,TxUI3022,275925,4/11/2013
txn_1577,TxUI381,TxUI55793,46938,6/26/2013
txn_1578,TxUI384,TxUI184955,75303,4/10/2013
txn_1579,TxUI361,TxUI13658,280614,4/12/2013
txn_1580,TxUI371,TxUI155859,50418,4/8/2013
txn_1581,TxUI391,TxUI11518,48534,5/26/2013
txn_1582,TxUI321,TxUI3149,201993,4/7/2013
txn_1583,TxUI356,TxUI89021,39279,4/12/2013
txn_1584,TxUI328,TxUI26211,191136,6/4/2013
txn_1585,TxUI319,TxUI19038,61107,3/18/2013
txn_1586,TxUI395,TxUI155562,186897,4/13/2013
txn_1587,TxUI373,TxUI759586,151143,3/12/2013
txn_1588,TxUI325,TxUI136183,228978,3/7/2013
txn_1589,TxUI365,TxUI97172,84780,2/28/2013
txn_1590,TxUI319,TxUI135986,148932,4/4/2013
txn_1591,TxUI374,TxUI106126,60780,4/12/2013
txn_1592,TxUI364,TxUI135656,81375,2/19/2013
txn_1593,TxUI345,TxUI4236,223107,3/6/2013
txn_1594,TxUI350,TxUI49311,183282,2/28/2013
txn_1595,TxUI390,TxUI33180,171888,1/6/2013
txn_1596,TxUI353,TxUI12422,97314,1/6/2013
txn_1597,TxUI340,TxUI182462,238959,1/6/2013
txn_1598,TxUI371,TxUI62128,197355,2/17/2013
txn_1599,TxUI381,TxUI103662,189900,2/19/2013
txn_1600,TxUI313,TxUI75478,151704,12/23/2012
txn_1601,TxUI315,TxUI105464,191235,3/8/2013
txn_1602,TxUI356,TxUI70214,45039,4/7/2013
txn_1603,TxUI381,TxUI181897,92394,3/2/2013
txn_1604,TxUI312,TxUI9067,121302,1/9/2013
txn_1605,TxUI376,TxUI39643,143013,4/6/2014
txn_1606,TxUI326,TxUI2476,49659,4/8/2013
txn_1607,TxUI317,TxUI1380,82260,11/27/2012
txn_1608,TxUI319,TxUI8826,176976,11/26/2013
txn_1609,TxUI314,TxUI16311,103620,11/20/2013
txn_1610,TxUI399,TxUI15822,186066,11/23/2013
txn_1611,TxUI312,TxUI59036,181912,11/26/2013
txn_1612,TxUI359,TxUI24738,151264,7/16/2013
txn_1613,TxUI321,TxUI325455,73488,7/13/2013
txn_1614,TxUI371,TxUI157692,136890,6/7/2013
txn_1615,TxUI391,TxUI738016,144012,6/5/2013
txn_1616,TxUI313,TxUI752536,132096,7/15/2013
txn_1617,TxUI382,TxUI235315,149980,4/22/2013
txn_1618,TxUI345,TxUI63867,48696,4/18/2013
txn_1619,TxUI357,TxUI117440,76536,4/16/2013
txn_1620,TxUI331,TxUI52511,137176,4/13/2013
txn_1621,TxUI353,TxUI28991,118766,4/12/2013
txn_1622,TxUI358,TxUI136364,54582,4/4/2013
txn_1623,TxUI346,TxUI234627,135100,4/3/2013
txn_1624,TxUI397,TxUI751212,36120,5/21/2013
txn_1625,TxUI310,TxUI8134,62486,4/5/2013
txn_1626,TxUI393,TxUI750914,145154,3/30/2013
txn_1627,TxUI361,TxUI64669,168552,3/28/2013
txn_1628,TxUI399,TxUI16258,133010,3/13/2013
txn_1629,TxUI323,TxUI183930,88834,3/22/2013
txn_1630,TxUI355,TxUI2193,23118,3/9/2013
txn_1631,TxUI338,TxUI24489,29314,3/19/2013
txn_1632,TxUI345,TxUI136058,161180,2/27/2013
txn_1633,TxUI397,TxUI737795,25276,2/25/2013
txn_1634,TxUI330,TxUI232148,47464,2/17/2013
txn_1635,TxUI382,TxUI17440,97916,2/26/2013
txn_1636,TxUI335,TxUI154813,46044,2/11/2013
txn_1637,TxUI397,TxUI183451,92944,2/6/2013
txn_1638,TxUI320,TxUI10726,73080,2/4/2013
txn_1639,TxUI399,TxUI96993,41400,2/5/2013
txn_1640,TxUI353,TxUI88617,150944,1/31/2013
txn_1641,TxUI326,TxUI183231,127518,1/23/2013
txn_1642,TxUI323,TxUI64124,153004,3/13/2013
txn_1643,TxUI312,TxUI230676,126484,1/3/2013
txn_1644,TxUI333,TxUI179045,135820,3/16/2013
txn_1645,TxUI316,TxUI152362,147990,12/23/2012
txn_1646,TxUI322,TxUI6346,141056,12/22/2012
txn_1647,TxUI357,TxUI93725,95840,12/22/2012
txn_1648,TxUI366,TxUI63274,53578,2/28/2013
txn_1649,TxUI396,TxUI230064,23844,12/16/2012
txn_1650,TxUI314,TxUI117552,48380,3/29/2013
txn_1651,TxUI340,TxUI75287,57954,12/10/2012
txn_1652,TxUI360,TxUI229525,172122,12/9/2012
txn_1653,TxUI330,TxUI39420,37544,12/8/2012
txn_1654,TxUI340,TxUI229172,74200,12/10/2012
txn_1655,TxUI388,TxUI153643,92592,12/15/2012
txn_1656,TxUI380,TxUI35862,68842,3/20/2013
txn_1657,TxUI394,TxUI133952,176460,12/5/2012
txn_1658,TxUI389,TxUI74879,116674,11/27/2013
txn_1659,TxUI316,TxUI181678,24660,12/1/2012
txn_1660,TxUI390,TxUI771,77046,11/26/2012
txn_1661,TxUI339,TxUI2972,136480,12/1/2012
txn_1662,TxUI327,TxUI733634,34206,11/18/2012
txn_1663,TxUI312,TxUI134745,139034,11/16/2012
txn_1664,TxUI382,TxUI29027,62103,2/13/2014
txn_1665,TxUI320,TxUI8725,30580,2/13/2014
txn_1666,TxUI343,TxUI7272,54526,1/19/2014
txn_1667,TxUI376,TxUI332896,93478,11/23/2013
txn_1668,TxUI382,TxUI72059,83649,11/22/2013
txn_1669,TxUI330,TxUI65076,95232,11/29/2013
txn_1670,TxUI337,TxUI137976,22966,11/6/2013
txn_1671,TxUI382,TxUI30993,69481,9/2/2013
txn_1672,TxUI371,TxUI327538,34484,7/18/2013
txn_1673,TxUI342,TxUI133696,53204,7/5/2013
txn_1674,TxUI317,TxUI34520,62256,7/5/2013
txn_1675,TxUI370,TxUI29530,71925,6/28/2013
txn_1676,TxUI353,TxUI326060,79384,6/23/2013
txn_1677,TxUI374,TxUI137583,37390,6/22/2013
txn_1678,TxUI366,TxUI9762,94132,6/17/2013
txn_1679,TxUI316,TxUI290397,52163,5/21/2013
txn_1680,TxUI340,TxUI739014,71796,5/3/2013
txn_1681,TxUI382,TxUI1249,25422,5/3/2013
txn_1682,TxUI311,TxUI75319,48102,5/3/2013
txn_1683,TxUI337,TxUI185347,35597,4/30/2013
txn_1684,TxUI369,TxUI118428,37053,4/25/2013
txn_1685,TxUI313,TxUI322122,58424,4/25/2013
txn_1686,TxUI332,TxUI156020,30164,4/15/2013
txn_1687,TxUI369,TxUI135819,50836,4/15/2013
txn_1688,TxUI370,TxUI734133,33194,4/13/2013
txn_1689,TxUI327,TxUI20397,86911,4/13/2013
txn_1690,TxUI320,TxUI319814,34462,4/12/2013
txn_1691,TxUI337,TxUI97682,83050,4/12/2013
txn_1692,TxUI342,TxUI106310,43220,4/12/2013
txn_1693,TxUI382,TxUI45415,38038,4/12/2013
txn_1694,TxUI320,TxUI320336,41513,4/11/2013
txn_1695,TxUI322,TxUI320089,96203,4/11/2013
txn_1696,TxUI385,TxUI136759,23058,4/9/2013
txn_1697,TxUI388,TxUI43331,78143,4/7/2013
txn_1698,TxUI339,TxUI205374,96890,4/6/2013
txn_1699,TxUI394,TxUI318192,95012,4/3/2013
txn_1700,TxUI398,TxUI28869,83555,3/31/2013
txn_1701,TxUI335,TxUI226332,45775,3/30/2013
txn_1702,TxUI374,TxUI75788,65287,3/29/2013
txn_1703,TxUI369,TxUI4989,55597,3/29/2013
txn_1704,TxUI370,TxUI11142,69664,3/29/2013
txn_1705,TxUI315,TxUI184353,75637,3/29/2013
txn_1706,TxUI376,TxUI233670,25632,3/21/2013
txn_1707,TxUI349,TxUI77450,82004,3/19/2013
txn_1708,TxUI324,TxUI313240,20094,3/19/2013
txn_1709,TxUI348,TxUI105987,24687,3/15/2013
txn_1710,TxUI393,TxUI233235,77859,3/15/2013
txn_1711,TxUI310,TxUI233470,32006,3/15/2013
txn_1712,TxUI366,TxUI315473,44127,3/13/2013
txn_1713,TxUI380,TxUI69158,83186,3/13/2013
txn_1714,TxUI343,TxUI232833,96996,3/11/2013
txn_1715,TxUI353,TxUI155083,85749,3/8/2013
txn_1716,TxUI330,TxUI106091,59112,3/8/2013
txn_1717,TxUI365,TxUI28632,53643,3/7/2013
txn_1718,TxUI369,TxUI233198,36952,3/7/2013
txn_1719,TxUI368,TxUI20571,22268,2/27/2013
txn_1720,TxUI360,TxUI743190,92845,2/19/2013
txn_1721,TxUI364,TxUI145962,92941,2/14/2013
txn_1722,TxUI331,TxUI231572,47024,2/12/2013
txn_1723,TxUI319,TxUI2786,48181,2/10/2013
txn_1724,TxUI328,TxUI183793,62687,2/9/2013
txn_1725,TxUI330,TxUI13554,82289,2/9/2013
txn_1726,TxUI391,TxUI183579,31721,2/9/2013
txn_1727,TxUI383,TxUI17379,80465,2/8/2013
txn_1728,TxUI328,TxUI12578,58649,2/8/2013
txn_1729,TxUI380,TxUI81566,86098,2/8/2013
txn_1730,TxUI376,TxUI1091,44154,2/7/2013
txn_1731,TxUI332,TxUI743220,32518,2/7/2013
txn_1732,TxUI312,TxUI181573,33649,2/6/2013
txn_1733,TxUI385,TxUI312753,14769,2/6/2013
txn_1734,TxUI328,TxUI183659,52966,2/5/2013
txn_1735,TxUI333,TxUI29661,80088,2/3/2013
txn_1736,TxUI375,TxUI26649,44919,2/1/2013
txn_1737,TxUI388,TxUI70367,84677,1/26/2013
txn_1738,TxUI392,TxUI145619,25031,1/25/2013
txn_1739,TxUI348,TxUI740658,42878,1/23/2013
txn_1740,TxUI359,TxUI24237,88041,3/14/2013
txn_1741,TxUI360,TxUI310562,62720,1/19/2013
txn_1742,TxUI350,TxUI231143,74891,1/18/2013
txn_1743,TxUI332,TxUI32043,74376,1/11/2013
txn_1744,TxUI391,TxUI4032,40050,1/9/2013
txn_1745,TxUI330,TxUI112921,52692,1/9/2013
txn_1746,TxUI310,TxUI114799,39981,1/8/2013
txn_1747,TxUI380,TxUI230899,83611,1/7/2013
txn_1748,TxUI338,TxUI95525,47848,1/5/2013
txn_1749,TxUI396,TxUI75520,64175,1/4/2013
txn_1750,TxUI393,TxUI567913,66893,1/3/2013
txn_1751,TxUI353,TxUI88596,25123,1/2/2013
txn_1752,TxUI372,TxUI10078,41033,12/20/2012
txn_1753,TxUI343,TxUI5398,51425,12/20/2012
txn_1754,TxUI357,TxUI229838,19006,12/15/2012
txn_1755,TxUI357,TxUI308796,49587,12/15/2012
txn_1756,TxUI317,TxUI22818,51072,12/12/2012
txn_1757,TxUI332,TxUI127443,87587,12/12/2012
txn_1758,TxUI384,TxUI22727,69800,12/11/2012
txn_1759,TxUI379,TxUI134898,13958,12/10/2012
txn_1760,TxUI349,TxUI7512,37846,12/9/2012
txn_1761,TxUI394,TxUI228594,25184,12/5/2012
txn_1762,TxUI365,TxUI88375,55557,12/5/2012
txn_1763,TxUI379,TxUI886,50756,12/4/2012
txn_1764,TxUI333,TxUI19928,43485,12/3/2012
txn_1765,TxUI368,TxUI229096,16536,12/3/2012
txn_1766,TxUI322,TxUI1156,28019,12/2/2012
txn_1767,TxUI353,TxUI65658,20955,12/2/2012
txn_1768,TxUI310,TxUI6295,51367,12/1/2012
